Marital_status,Application_order,Admission_grade,Displaced,Debtor,Gender,Scholarship_holder,Age_at_enrollment,Status
1,2,115.6,1,0,1,0,21,Graduate
1,2,123.4,1,0,1,0,30,Dropout
1,1,117.1,1,0,1,0,20,Dropout
1,1,113.9,1,0,1,0,18,Dropout
1,1,128.7,0,0,1,0,19,Graduate
1,3,132.9,1,0,1,0,18,Dropout
1,1,123.0,0,0,1,0,27,Dropout
1,1,129.8,1,0,1,0,52,Graduate
2,1,156.1,1,0,1,0,29,Dropout
1,1,120.0,1,1,1,0,22,Dropout
1,1,117.2,1,0,1,0,28,Graduate
1,1,107.0,1,0,1,0,30,Dropout
1,2,128.4,1,0,0,0,18,Graduate
1,2,123.4,1,0,0,0,21,Graduate
1,1,126.7,1,1,0,1,20,Graduate
1,1,123.0,1,0,0,1,21,Graduate
2,1,137.2,0,1,0,0,32,Dropout
1,3,125.9,1,0,1,1,20,Graduate
1,4,138.0,1,1,1,0,19,Dropout
1,1,128.2,0,1,1,0,18,Dropout
1,1,126.5,1,0,1,0,23,Dropout
1,1,112.4,1,0,1,0,20,Graduate
2,2,109.0,1,0,0,0,46,Graduate
1,1,100.0,0,0,1,0,27,Graduate
2,3,120.0,1,0,1,0,41,Graduate
2,1,154.0,0,0,1,0,37,Graduate
1,1,100.0,0,0,0,0,26,Graduate
2,1,162.5,0,0,1,0,54,Graduate
1,5,134.1,1,0,1,0,21,Graduate
1,1,133.0,1,0,0,1,20,Graduate
1,6,119.0,1,0,0,0,18,Dropout
1,2,129.4,1,0,0,0,18,Graduate
1,1,140.0,1,1,0,0,22,Dropout
1,1,162.0,0,0,0,0,19,Graduate
1,1,131.6,1,0,0,0,21,Dropout
1,3,117.4,1,0,0,1,18,Graduate
1,1,137.8,1,0,0,1,18,Graduate
1,1,106.7,1,1,0,0,20,Dropout
1,1,156.9,0,0,0,1,18,Graduate
1,2,124.8,1,0,0,1,20,Graduate
1,1,115.1,1,0,0,0,19,Graduate
1,1,146.7,1,0,0,0,18,Graduate
1,1,132.8,0,0,0,0,18,Graduate
1,3,159.1,0,1,0,1,18,Dropout
1,3,137.6,1,0,0,1,20,Graduate
1,1,124.0,0,0,0,1,19,Graduate
1,1,149.0,0,0,1,0,36,Dropout
1,1,129.6,0,0,0,1,19,Graduate
1,3,110.0,1,0,0,0,18,Graduate
1,3,116.1,0,0,0,1,18,Graduate
1,3,133.3,1,0,0,1,18,Graduate
1,1,144.3,1,0,0,0,19,Graduate
1,3,133.6,1,0,0,0,18,Graduate
1,1,123.2,1,0,0,1,19,Graduate
1,2,110.0,1,1,0,0,18,Dropout
1,4,118.0,1,0,0,0,19,Graduate
1,1,128.4,1,0,0,0,18,Graduate
1,3,113.6,0,0,0,0,19,Graduate
1,3,146.9,1,0,0,1,18,Graduate
1,4,129.7,1,0,0,0,20,Dropout
1,1,109.1,1,1,0,1,22,Dropout
1,2,107.1,1,0,0,1,18,Graduate
1,1,129.2,0,0,0,1,18,Graduate
1,1,154.1,0,0,0,0,18,Graduate
1,1,147.2,0,0,0,0,18,Graduate
1,1,120.8,1,0,0,0,18,Graduate
1,1,121.3,1,0,0,0,25,Graduate
1,1,127.0,1,0,0,1,18,Graduate
1,3,151.6,1,0,0,0,19,Graduate
1,2,106.0,1,0,0,1,20,Graduate
1,4,111.6,1,0,0,1,21,Graduate
1,3,117.3,1,0,0,0,18,Graduate
1,1,121.4,1,0,0,0,18,Dropout
1,3,126.1,1,0,0,1,18,Graduate
1,4,137.0,1,0,0,0,18,Graduate
1,1,120.8,0,0,0,0,19,Dropout
1,1,128.7,1,0,0,0,20,Dropout
1,1,118.0,0,0,0,0,47,Dropout
2,1,160.0,0,0,1,0,31,Dropout
2,1,150.0,1,0,1,0,46,Dropout
1,3,125.4,1,0,1,0,19,Dropout
1,1,150.0,0,0,1,0,22,Dropout
1,1,114.5,1,0,1,0,19,Graduate
1,1,107.0,0,1,0,0,19,Dropout
1,1,120.0,0,1,1,0,29,Dropout
1,3,134.8,1,0,0,0,18,Graduate
1,1,133.6,1,0,0,0,18,Graduate
1,1,129.0,1,1,0,1,23,Dropout
2,1,128.4,0,0,0,0,34,Graduate
1,1,122.2,0,0,0,0,19,Graduate
1,6,129.9,0,0,0,1,20,Graduate
1,6,126.2,1,0,0,0,19,Graduate
1,1,149.0,1,0,0,1,23,Graduate
2,1,120.0,0,0,1,1,34,Graduate
1,3,128.1,1,0,1,0,21,Dropout
1,1,141.7,1,0,1,0,22,Dropout
1,1,130.0,0,0,1,0,28,Dropout
1,4,113.3,1,0,1,0,23,Dropout
1,1,105.9,0,0,1,0,20,Dropout
1,2,122.7,1,0,1,0,18,Dropout
1,2,120.0,1,1,1,0,28,Dropout
1,1,119.8,0,0,1,0,21,Dropout
1,1,122.9,0,1,1,0,25,Dropout
1,1,160.0,1,0,1,0,19,Dropout
1,4,125.2,1,0,1,1,18,Graduate
1,1,143.4,0,0,1,0,29,Dropout
1,1,96.7,0,0,1,1,29,Dropout
1,1,126.9,0,0,1,0,20,Graduate
1,1,143.1,0,0,1,0,18,Graduate
1,1,114.5,0,0,1,0,20,Graduate
2,1,140.0,1,0,1,0,33,Dropout
1,1,113.7,0,0,1,0,30,Graduate
1,1,143.5,0,1,1,0,18,Graduate
1,1,126.8,0,0,1,1,19,Graduate
1,1,115.2,0,0,1,1,21,Dropout
1,2,100.0,0,0,1,1,25,Dropout
1,2,121.4,0,0,1,0,19,Graduate
1,1,120.0,1,0,1,0,23,Dropout
1,2,129.9,1,0,1,1,19,Graduate
1,1,151.1,1,0,1,0,19,Graduate
1,1,120.0,0,1,1,0,31,Dropout
1,1,130.0,0,1,1,0,32,Dropout
1,2,119.0,1,0,0,1,19,Graduate
1,1,122.0,1,0,0,0,34,Graduate
1,6,129.7,1,0,0,0,21,Graduate
1,2,112.5,1,0,0,1,53,Graduate
1,1,136.0,0,0,0,1,19,Graduate
1,3,133.1,0,0,0,1,20,Graduate
1,2,151.3,1,0,0,0,18,Graduate
1,1,133.3,0,0,0,0,32,Dropout
1,1,130.8,1,0,0,1,21,Graduate
1,1,140.0,0,0,0,0,26,Dropout
1,1,150.0,1,0,0,0,26,Graduate
2,1,130.0,0,0,0,0,21,Dropout
1,1,125.3,0,0,0,0,18,Graduate
1,1,124.0,1,0,0,1,21,Graduate
1,1,124.4,0,0,0,1,19,Graduate
1,1,107.7,0,0,0,0,19,Dropout
1,2,110.0,0,0,0,1,19,Graduate
1,1,130.0,1,0,0,0,27,Graduate
1,2,138.8,1,0,0,1,18,Graduate
1,2,126.3,1,0,0,0,20,Dropout
1,3,114.5,1,0,0,1,19,Graduate
1,4,116.5,1,0,0,0,20,Dropout
1,2,128.6,1,0,0,1,19,Graduate
1,1,134.6,0,0,0,0,20,Dropout
1,1,146.8,0,0,0,0,18,Graduate
1,1,135.7,1,0,0,0,20,Graduate
2,1,120.0,0,0,0,0,38,Dropout
4,1,138.0,0,0,0,0,42,Graduate
1,1,135.5,0,0,0,0,32,Dropout
1,1,120.0,1,0,0,0,22,Graduate
2,1,111.7,1,0,0,0,28,Dropout
2,1,100.0,1,0,0,0,37,Dropout
2,1,160.0,0,0,0,0,43,Graduate
6,1,114.8,0,0,0,1,41,Graduate
4,1,131.0,0,0,0,1,29,Graduate
1,1,97.0,0,0,0,1,35,Graduate
1,6,131.7,1,0,0,0,18,Dropout
1,1,120.0,0,0,0,1,39,Dropout
1,1,133.0,1,0,0,1,26,Graduate
1,1,140.0,1,0,0,0,32,Dropout
1,1,137.0,1,0,0,0,19,Dropout
1,1,108.0,0,0,0,1,19,Graduate
2,1,110.0,0,0,0,0,32,Graduate
2,1,127.7,1,0,0,0,31,Dropout
1,3,140.1,1,0,0,0,20,Graduate
1,1,114.8,0,0,0,0,28,Dropout
4,1,110.0,0,0,0,0,31,Dropout
1,3,105.5,1,0,0,0,19,Graduate
1,1,127.3,1,0,0,1,19,Graduate
1,1,130.0,0,0,0,0,34,Dropout
1,1,122.7,1,0,0,1,18,Graduate
1,2,113.9,1,0,0,0,18,Graduate
1,1,151.1,0,1,1,0,19,Graduate
1,2,125.8,1,0,1,1,22,Dropout
2,1,128.2,0,0,1,0,32,Graduate
1,1,135.1,0,0,1,0,61,Dropout
1,1,120.2,1,0,1,0,30,Graduate
2,1,132.8,0,1,1,0,45,Dropout
1,1,140.0,0,0,1,0,20,Graduate
1,5,129.3,0,0,0,0,19,Dropout
1,1,108.2,1,0,1,0,26,Dropout
1,4,125.4,1,0,1,0,19,Dropout
1,1,140.2,0,0,1,1,19,Graduate
1,3,116.1,1,0,1,0,19,Graduate
1,1,137.8,1,0,1,1,19,Graduate
1,3,128.4,1,0,1,0,19,Dropout
1,1,106.0,1,0,1,0,28,Dropout
1,1,130.2,0,0,1,0,24,Graduate
1,1,126.0,0,0,1,0,18,Graduate
1,1,113.0,1,0,1,1,18,Graduate
1,1,120.0,0,0,1,0,21,Graduate
2,1,130.9,0,0,1,0,28,Dropout
1,1,120.0,0,0,1,0,58,Dropout
2,1,134.1,1,0,1,0,49,Dropout
1,1,114.8,0,0,1,0,25,Graduate
4,1,123.0,1,0,1,0,33,Dropout
2,2,118.0,0,0,1,0,33,Dropout
2,1,100.0,0,0,1,0,40,Graduate
2,1,151.1,0,0,1,0,48,Graduate
1,1,106.0,1,0,1,0,24,Graduate
2,1,127.1,0,0,1,1,23,Graduate
1,1,155.5,1,1,1,0,39,Dropout
1,1,101.0,0,0,1,0,21,Graduate
1,1,128.2,1,0,1,0,34,Dropout
1,1,122.8,0,0,1,0,18,Graduate
1,1,116.5,0,0,1,0,19,Dropout
1,1,142.0,0,0,1,0,19,Graduate
1,1,150.0,0,0,1,0,28,Graduate
1,1,133.3,1,0,1,0,18,Dropout
1,1,115.8,1,0,1,0,19,Dropout
1,2,100.0,1,1,1,0,19,Dropout
1,1,128.6,1,0,0,0,18,Graduate
1,1,137.1,1,0,0,0,18,Graduate
1,1,149.0,1,0,0,0,18,Dropout
1,2,147.0,1,0,0,0,19,Graduate
2,1,150.0,0,0,0,0,31,Graduate
1,1,103.5,0,0,0,1,33,Graduate
1,1,109.4,1,0,0,0,19,Graduate
1,3,143.6,1,0,0,0,18,Dropout
1,3,124.3,0,0,0,0,18,Dropout
1,5,119.5,1,0,0,0,18,Dropout
1,1,175.6,1,0,0,0,18,Graduate
1,2,116.1,1,0,0,1,19,Graduate
1,2,126.6,1,0,0,0,18,Dropout
1,1,130.8,1,0,0,0,18,Graduate
1,6,133.5,1,0,0,1,18,Graduate
1,1,136.9,1,0,0,0,21,Graduate
1,1,142.3,0,0,0,1,18,Graduate
1,3,114.3,1,0,0,0,18,Graduate
1,2,122.9,1,0,0,0,18,Graduate
1,1,117.2,1,0,0,0,20,Graduate
1,1,152.0,0,0,0,1,18,Graduate
1,2,122.2,1,0,0,0,18,Dropout
1,2,101.7,1,0,0,1,20,Graduate
1,1,119.9,1,0,0,0,20,Graduate
1,1,123.7,1,1,0,1,19,Dropout
1,1,121.8,0,0,0,1,19,Graduate
1,4,106.1,1,1,0,1,18,Dropout
1,3,124.3,1,1,0,1,19,Graduate
1,2,124.3,1,0,0,1,20,Graduate
1,1,117.4,1,0,0,0,21,Graduate
1,2,112.7,0,0,0,0,21,Graduate
1,1,123.7,0,0,0,0,20,Graduate
1,2,105.8,1,0,0,0,19,Graduate
1,3,124.2,0,0,0,0,21,Dropout
1,1,122.3,0,0,0,0,18,Graduate
1,5,123.7,0,0,0,1,19,Graduate
1,2,129.8,1,0,0,0,18,Graduate
1,4,123.8,1,0,0,1,19,Graduate
1,2,126.4,1,0,0,1,18,Graduate
1,1,138.4,0,0,0,0,18,Graduate
1,1,118.2,1,0,0,1,18,Graduate
1,1,121.7,1,0,0,0,18,Dropout
1,1,119.8,0,0,0,0,18,Dropout
1,1,164.9,0,0,0,0,18,Graduate
1,1,100.0,1,0,0,1,20,Graduate
1,4,120.4,1,0,0,0,18,Graduate
1,6,117.8,0,0,0,1,20,Graduate
4,1,110.0,0,0,0,0,40,Graduate
1,6,128.8,1,0,0,1,18,Graduate
1,5,116.6,1,0,0,0,19,Graduate
1,1,120.0,0,0,0,0,24,Dropout
1,3,157.5,1,0,0,0,19,Dropout
1,6,136.3,1,0,0,0,19,Graduate
1,1,121.5,1,0,0,1,20,Graduate
1,1,133.9,0,0,0,0,18,Graduate
1,1,136.8,1,0,0,1,18,Graduate
1,2,133.5,1,0,0,0,19,Graduate
1,3,130.0,1,0,0,0,18,Dropout
1,1,140.0,1,0,0,0,19,Graduate
1,2,132.7,1,0,0,1,19,Graduate
1,1,117.8,0,0,0,1,19,Graduate
1,2,126.1,1,0,0,1,19,Dropout
1,1,120.0,0,0,0,0,19,Graduate
1,1,100.0,1,1,0,0,25,Dropout
1,1,116.8,0,0,0,0,20,Graduate
1,1,128.3,0,1,0,0,23,Dropout
1,1,117.0,0,0,0,0,20,Dropout
1,1,131.5,0,0,0,0,27,Graduate
1,1,134.8,0,0,0,0,18,Graduate
1,1,130.0,1,1,0,0,23,Dropout
1,6,127.5,1,0,0,1,19,Graduate
1,1,123.0,0,0,0,0,18,Graduate
1,1,100.0,1,0,0,0,20,Graduate
1,2,114.2,1,0,0,0,18,Graduate
1,1,123.5,1,0,0,1,19,Graduate
1,1,144.3,1,0,0,1,19,Graduate
1,1,161.9,0,0,0,0,18,Graduate
1,1,135.9,0,0,0,0,18,Graduate
1,2,110.1,1,0,0,0,18,Graduate
1,1,122.5,0,0,0,0,28,Dropout
1,1,138.1,1,0,0,0,19,Dropout
1,1,117.3,1,1,0,0,20,Dropout
1,2,106.8,1,0,0,1,19,Graduate
1,1,120.1,0,0,0,1,20,Graduate
1,2,116.5,1,0,0,1,19,Graduate
1,1,139.7,1,0,0,1,19,Graduate
1,2,123.7,1,0,0,1,18,Graduate
1,2,116.5,0,0,0,0,19,Dropout
1,1,122.2,0,0,0,1,19,Graduate
1,1,146.0,0,1,0,0,20,Graduate
1,1,123.8,0,0,0,0,18,Graduate
1,3,120.0,0,0,0,0,18,Dropout
1,3,126.9,1,0,0,0,18,Graduate
1,4,121.3,1,0,0,0,20,Dropout
1,3,129.0,1,0,0,1,19,Graduate
1,1,114.9,1,1,0,0,21,Dropout
1,1,106.5,1,1,0,0,20,Dropout
1,1,133.9,1,0,0,0,18,Graduate
1,1,124.9,0,0,0,1,20,Graduate
1,2,128.5,1,0,0,1,19,Graduate
1,1,126.2,1,0,0,0,22,Dropout
1,1,121.7,1,0,0,0,22,Dropout
1,1,120.3,1,0,0,0,19,Graduate
1,4,127.8,1,0,0,0,19,Dropout
1,2,123.3,1,0,0,1,20,Dropout
1,3,126.3,1,1,0,1,18,Graduate
1,1,128.2,0,0,0,0,22,Dropout
1,4,134.9,1,0,0,0,20,Graduate
1,1,140.0,0,0,0,0,19,Graduate
1,5,115.5,1,0,0,1,19,Graduate
1,1,136.6,0,0,0,1,19,Graduate
1,1,119.3,1,0,0,0,19,Graduate
1,1,152.0,1,0,0,0,19,Dropout
1,1,144.3,0,0,0,0,20,Graduate
1,1,129.5,1,0,0,1,20,Graduate
1,3,105.4,0,0,0,0,20,Graduate
1,1,136.0,1,0,0,0,21,Graduate
1,1,160.0,0,1,0,1,19,Graduate
1,1,139.1,0,0,0,1,19,Graduate
1,2,126.9,0,0,0,1,21,Graduate
1,1,184.0,0,0,0,0,28,Graduate
1,1,125.0,1,1,0,1,19,Graduate
1,1,138.5,0,0,0,1,18,Graduate
5,5,133.5,1,0,0,1,18,Graduate
1,3,141.5,1,0,0,1,18,Graduate
1,1,130.0,1,0,0,0,22,Graduate
1,1,145.0,0,0,0,1,18,Graduate
1,1,114.3,0,0,0,0,20,Dropout
1,1,108.3,0,0,0,0,26,Dropout
1,3,125.2,1,0,0,1,18,Graduate
1,1,131.7,1,0,0,1,21,Dropout
1,4,126.3,1,0,0,0,18,Graduate
1,1,147.6,1,0,0,0,20,Graduate
1,6,125.1,1,0,0,0,18,Graduate
1,1,130.8,1,0,0,0,20,Dropout
1,1,154.1,0,1,0,1,18,Graduate
1,2,103.5,1,0,0,0,22,Graduate
1,1,100.0,0,0,0,0,21,Graduate
1,1,133.8,0,0,0,0,18,Graduate
1,1,118.5,0,0,0,1,18,Graduate
1,1,150.3,1,0,0,0,19,Dropout
1,3,120.5,1,0,0,0,19,Graduate
1,1,120.6,1,0,0,0,19,Dropout
1,4,118.7,1,0,0,1,21,Graduate
1,2,130.8,0,0,0,1,20,Graduate
1,1,112.6,1,0,0,1,20,Graduate
1,1,117.2,0,0,0,0,41,Graduate
1,3,131.8,1,0,0,0,18,Graduate
4,1,97.0,0,0,0,1,35,Graduate
1,1,130.0,0,1,0,0,32,Dropout
1,1,148.0,0,0,0,0,37,Graduate
2,2,103.4,0,0,0,0,30,Dropout
1,2,127.1,0,0,1,0,23,Graduate
1,2,124.0,1,0,0,1,20,Dropout
1,1,121.4,0,0,1,0,21,Graduate
1,1,118.1,0,0,1,0,19,Graduate
1,4,121.3,1,0,1,1,18,Graduate
1,1,119.5,0,0,1,0,18,Dropout
1,1,130.2,1,0,1,0,22,Graduate
1,4,130.0,1,0,1,0,18,Dropout
1,2,126.9,1,0,0,0,18,Graduate
1,2,168.5,1,0,1,0,21,Graduate
4,1,130.0,0,1,0,0,38,Dropout
1,1,122.8,0,0,0,1,19,Graduate
6,1,110.0,0,0,0,0,36,Dropout
1,1,127.1,1,0,0,0,18,Graduate
1,3,108.5,1,0,0,0,19,Graduate
1,1,138.2,0,1,0,0,21,Dropout
1,1,124.5,0,0,0,1,18,Graduate
1,1,132.3,1,0,0,0,20,Dropout
1,1,120.7,1,1,0,0,18,Graduate
1,1,132.6,0,0,0,1,18,Graduate
1,2,140.0,0,0,0,0,25,Dropout
1,6,124.5,1,0,0,0,19,Graduate
1,1,142.0,1,0,0,1,18,Graduate
1,1,130.0,0,0,0,0,39,Graduate
2,1,144.0,0,0,0,0,29,Graduate
1,1,140.0,0,0,0,0,23,Dropout
1,1,113.9,1,0,0,0,21,Dropout
1,1,137.2,0,0,0,0,18,Graduate
1,1,140.0,1,0,0,0,23,Graduate
1,1,152.3,0,0,0,0,18,Graduate
2,1,112.5,0,0,0,0,32,Graduate
2,2,101.0,0,1,0,0,29,Dropout
1,6,112.3,1,1,0,1,20,Graduate
1,1,114.0,1,0,0,0,28,Dropout
1,1,130.0,0,0,0,0,27,Graduate
1,2,121.5,0,1,0,0,22,Graduate
1,1,130.0,0,0,0,0,28,Dropout
2,1,125.7,0,1,0,0,43,Dropout
1,1,128.0,1,0,0,0,32,Dropout
4,1,120.0,0,0,0,1,35,Graduate
1,1,117.8,1,0,0,0,21,Graduate
1,1,169.7,0,0,0,1,18,Graduate
1,4,117.7,1,0,0,0,18,Graduate
1,1,121.8,1,0,0,0,22,Graduate
1,2,128.3,1,0,0,0,19,Graduate
1,2,132.2,1,0,0,1,18,Graduate
1,2,134.3,1,1,0,0,19,Dropout
1,1,123.4,0,0,0,1,18,Graduate
2,1,121.7,0,1,0,0,31,Dropout
2,1,130.0,0,1,0,1,33,Graduate
1,3,126.5,1,0,0,1,19,Graduate
1,1,159.7,1,0,0,1,18,Graduate
1,1,151.3,0,0,0,0,23,Graduate
1,1,138.0,1,0,0,0,20,Graduate
1,5,126.5,1,0,0,0,18,Graduate
1,1,112.3,0,0,0,1,22,Graduate
1,1,127.3,1,1,0,0,20,Graduate
1,1,130.0,1,0,0,0,23,Graduate
1,2,115.0,1,0,0,0,19,Graduate
1,6,131.5,1,0,0,0,19,Graduate
1,1,125.7,0,0,0,0,26,Dropout
1,6,126.8,1,0,0,0,18,Graduate
1,1,132.4,1,0,1,0,18,Dropout
1,1,150.0,1,0,1,0,20,Graduate
1,1,95.0,0,0,1,0,19,Dropout
1,1,128.2,0,0,1,0,32,Dropout
2,1,130.0,0,0,1,0,31,Dropout
1,1,159.9,1,0,0,0,21,Graduate
2,1,100.0,0,0,0,0,31,Dropout
2,1,116.5,0,0,0,0,34,Dropout
1,1,120.0,0,0,0,1,18,Graduate
1,3,117.0,1,1,0,0,19,Dropout
1,2,118.1,1,0,0,0,18,Dropout
1,1,153.5,1,0,0,0,20,Graduate
1,1,127.9,1,0,0,0,20,Graduate
1,3,118.8,1,0,0,1,18,Graduate
1,1,126.7,1,0,0,0,19,Graduate
4,1,110.0,1,0,0,1,30,Dropout
1,1,115.0,1,0,0,0,19,Graduate
1,3,119.0,1,0,0,0,19,Graduate
1,4,121.8,1,0,0,1,19,Graduate
1,1,133.4,1,0,0,0,19,Graduate
1,3,131.4,1,0,0,0,20,Graduate
1,1,135.0,0,1,1,0,25,Dropout
1,2,122.8,0,0,1,0,19,Dropout
2,1,140.0,0,1,0,1,34,Graduate
1,2,125.3,1,0,0,1,18,Graduate
1,6,126.3,1,0,0,1,18,Graduate
1,1,100.0,0,0,0,0,20,Graduate
1,2,121.3,1,0,0,1,20,Graduate
1,1,120.0,0,0,0,0,28,Dropout
1,1,129.7,1,0,0,0,19,Graduate
2,1,132.1,1,0,0,0,34,Dropout
2,1,120.3,0,0,0,0,35,Dropout
1,1,120.0,0,0,0,0,32,Graduate
1,2,123.1,1,0,0,0,19,Graduate
1,5,119.4,1,0,0,0,18,Graduate
2,1,140.0,0,0,0,0,35,Dropout
1,1,113.0,1,0,0,1,20,Graduate
1,3,133.9,1,0,1,1,18,Graduate
1,3,115.5,1,0,1,1,20,Graduate
1,5,116.5,1,0,1,0,18,Dropout
1,1,171.2,0,0,1,1,18,Graduate
1,1,119.1,0,0,1,1,20,Graduate
1,2,121.1,1,0,1,0,19,Dropout
1,1,132.8,0,0,1,0,19,Graduate
1,1,126.7,1,0,1,0,20,Graduate
1,1,105.8,1,0,1,0,22,Graduate
1,1,140.0,0,0,1,0,19,Graduate
1,1,120.0,0,0,1,0,22,Dropout
1,5,119.5,1,0,1,0,20,Graduate
2,1,153.9,0,1,1,0,34,Dropout
2,1,130.0,0,0,1,0,24,Dropout
1,2,107.0,1,0,1,0,26,Dropout
1,1,132.8,0,0,1,0,35,Dropout
1,1,127.5,1,0,1,0,22,Graduate
1,1,122.0,0,0,1,0,19,Dropout
1,5,114.8,1,0,1,0,19,Dropout
1,1,140.0,0,1,1,0,20,Graduate
1,1,111.0,0,1,1,0,21,Graduate
1,2,133.2,1,0,0,1,19,Graduate
1,3,123.0,1,0,0,0,18,Graduate
1,1,150.0,0,0,0,1,23,Graduate
1,3,132.3,1,0,0,1,18,Graduate
1,1,126.0,1,0,0,0,18,Graduate
1,3,119.3,1,0,0,0,19,Graduate
1,1,133.8,1,0,0,0,21,Graduate
1,1,126.5,1,0,0,1,18,Graduate
1,1,138.4,1,0,0,1,24,Graduate
1,4,129.0,1,0,0,0,18,Dropout
1,2,129.8,1,0,0,0,20,Graduate
1,5,128.3,1,0,0,1,18,Dropout
1,1,130.0,0,0,0,1,19,Dropout
1,2,121.9,1,0,0,0,19,Graduate
1,5,129.4,0,1,0,0,18,Graduate
1,5,125.5,1,0,0,1,18,Graduate
1,6,117.8,1,0,0,1,19,Graduate
1,2,139.0,1,0,0,0,18,Graduate
1,1,137.7,1,1,0,0,19,Dropout
1,4,113.6,1,0,0,0,21,Graduate
1,3,128.5,0,0,0,1,18,Graduate
1,1,142.8,0,0,0,0,18,Graduate
1,1,137.7,0,0,0,0,23,Dropout
1,1,123.2,0,0,0,0,18,Graduate
1,1,120.0,1,0,0,0,21,Dropout
1,1,119.3,1,0,0,1,19,Graduate
1,1,121.0,0,0,0,1,21,Graduate
1,5,139.4,1,0,0,0,18,Graduate
1,1,113.9,1,0,0,1,20,Graduate
1,1,124.6,1,0,0,1,18,Graduate
1,1,123.8,1,1,0,1,18,Dropout
1,3,126.3,1,0,0,0,18,Graduate
1,4,120.4,1,0,0,1,18,Graduate
1,1,139.9,1,0,0,1,24,Graduate
1,1,133.3,1,0,0,0,19,Graduate
1,3,126.0,1,0,0,0,18,Graduate
1,2,133.5,0,0,0,0,19,Graduate
1,2,127.9,1,0,0,0,19,Dropout
1,1,102.5,0,0,0,0,26,Dropout
1,1,97.0,0,1,1,0,36,Dropout
1,1,134.7,0,0,1,0,19,Dropout
1,1,113.8,0,0,1,0,27,Dropout
1,4,116.9,0,0,1,0,18,Dropout
1,4,124.0,1,0,1,1,18,Graduate
1,1,117.5,0,0,1,0,28,Dropout
1,1,154.8,1,0,1,0,21,Graduate
1,1,141.0,0,0,1,0,19,Graduate
1,1,120.0,0,1,1,0,26,Dropout
1,1,133.6,1,0,1,0,20,Dropout
1,6,122.0,1,0,1,0,19,Graduate
1,1,120.0,1,0,1,0,21,Dropout
1,1,114.2,0,0,1,1,23,Graduate
1,1,95.5,0,0,1,0,29,Graduate
1,1,120.0,0,0,1,0,20,Graduate
1,1,111.1,0,0,1,0,18,Graduate
1,1,128.6,1,0,1,0,19,Graduate
1,1,130.0,0,0,1,0,23,Dropout
1,1,111.1,0,0,1,0,21,Dropout
1,1,134.4,1,0,1,1,18,Graduate
1,5,131.0,1,1,1,0,21,Dropout
1,1,125.0,0,0,1,0,22,Dropout
1,1,106.0,1,0,1,0,21,Graduate
1,1,128.0,1,0,1,0,32,Dropout
1,1,120.0,1,0,1,0,27,Graduate
1,1,134.8,1,0,1,0,18,Graduate
1,1,112.0,1,0,1,1,24,Graduate
1,1,116.1,1,0,1,0,22,Dropout
1,1,120.0,1,0,1,0,22,Dropout
1,3,119.7,1,0,1,0,19,Graduate
1,6,117.1,1,0,1,0,19,Dropout
1,2,131.0,1,0,0,1,18,Graduate
1,2,130.9,1,0,0,0,18,Graduate
1,1,134.9,1,1,0,0,20,Dropout
1,1,127.1,1,0,0,0,19,Graduate
1,5,110.2,1,1,0,0,19,Graduate
1,1,108.7,1,0,0,1,18,Graduate
1,1,147.7,0,1,0,1,22,Graduate
2,1,123.0,0,0,0,0,31,Graduate
1,1,142.8,0,0,0,1,19,Graduate
1,2,125.2,1,0,0,1,18,Graduate
1,1,141.8,0,0,0,0,21,Graduate
1,5,130.6,1,0,0,1,18,Graduate
1,1,130.0,0,1,1,0,25,Dropout
1,1,100.0,0,1,1,0,21,Dropout
1,2,119.0,1,0,0,1,19,Graduate
1,1,122.2,1,0,0,0,22,Dropout
1,1,150.0,0,0,1,0,19,Graduate
1,1,135.5,0,0,0,0,58,Dropout
1,2,127.3,1,0,0,1,19,Graduate
1,1,127.0,1,0,1,0,23,Graduate
1,3,127.5,1,0,0,0,18,Graduate
1,2,122.0,0,0,0,0,20,Graduate
1,5,115.8,0,0,0,0,18,Dropout
1,1,121.6,0,0,0,0,18,Graduate
1,4,116.4,1,1,0,1,18,Graduate
1,1,120.0,0,0,0,0,24,Dropout
1,4,127.3,1,0,0,0,18,Dropout
1,3,125.6,1,0,0,1,19,Graduate
1,1,118.5,1,0,0,0,18,Graduate
1,1,134.6,1,0,0,1,19,Graduate
1,1,140.0,0,0,0,0,22,Graduate
1,1,117.9,1,0,0,1,21,Graduate
1,3,128.0,1,0,0,1,18,Graduate
1,5,113.2,1,0,0,0,20,Dropout
1,3,156.9,1,0,0,0,19,Graduate
1,1,100.0,0,1,1,0,26,Dropout
2,1,101.0,0,0,0,0,35,Graduate
1,1,121.5,1,0,0,1,19,Graduate
1,1,126.8,1,0,1,0,18,Graduate
1,5,132.9,0,0,1,0,19,Graduate
1,1,134.3,1,0,1,0,25,Graduate
1,6,120.5,1,0,1,0,18,Graduate
1,1,144.1,1,1,1,0,26,Dropout
1,1,100.0,0,0,1,0,34,Graduate
1,2,114.8,1,0,1,0,18,Dropout
1,1,111.9,0,0,1,0,18,Dropout
1,3,125.4,1,0,1,1,18,Dropout
1,1,140.0,0,0,1,0,20,Dropout
1,1,140.0,0,0,1,0,25,Graduate
1,1,127.8,0,0,1,0,18,Dropout
1,1,131.6,1,0,1,0,19,Graduate
